MODEL UNDER TEST. Read ONLY this file. No decrypt. No world knowledge.
Real FinQA + WikiTableQuestions tables in SHARED CONTEXT.
Research path: binders (PROG/DSL) vs sealed NL.
WTQ gold cell LOOKUP DSL binder (research path).

===== SHARED CONTEXT BEGIN (real tables) =====
### TABLE E58245d48c86c ###
Edb3a061cea13 | E1da84b778cb6 | 2018
Eff57b39633c7 | E84df124608e6 | E81f9f5c4dde2
E993504e505ea | E11cb11528777 | Edcffdb48cd7c
E993504e505ea | E84df124608e6 | 7.9
Ec7a4d8580357 | E11cb11528777 | E795168140007
Ec7a4d8580357 | E84df124608e6 | 4.5
E86903078a8b7 | E11cb11528777 | E3c5965273a0d
E86903078a8b7 | E84df124608e6 | 4.1
E777984a20237 | E11cb11528777 | Ef7791e53bc39
E777984a20237 | E84df124608e6 | 4.0
Ef5e2b93321db | E11cb11528777 | E576eb7bcb6ee
Ef5e2b93321db | E84df124608e6 | 3.8
E305e7a42acf0 | E11cb11528777 | E596a8150eec2
E305e7a42acf0 | E84df124608e6 | Ea2f1f71a6181
Eef1a77005cfb | E11cb11528777 | E259077e6ed56
Eef1a77005cfb | E84df124608e6 | 6.7
E7c9ed93963d8 | E11cb11528777 | Ebd3c6f36ac5e
E7c9ed93963d8 | E84df124608e6 | E0712c03808ad

### TABLE E113973a2d300 ###
Ebbaf50c8de7d | E11cb11528777 | E08f9717dd4ed
Ebbaf50c8de7d | E65c5e0ae44bd | 509
Ebbaf50c8de7d | E466281411a09 | E895e69b2a83e
E452ad3c930cc | E11cb11528777 | Ead0f761d0612
E452ad3c930cc | E65c5e0ae44bd | 180
E452ad3c930cc | E466281411a09 | 77.33
E5e728f534d98 | E11cb11528777 | E8d8a8013337f
E5e728f534d98 | E65c5e0ae44bd | Ecb4969b04be5
E5e728f534d98 | E466281411a09 | 58.94
Ee40e2c1d7ac7 | E11cb11528777 | E0179643b6ab6
Ee40e2c1d7ac7 | E65c5e0ae44bd | E4ca998eac9ee
Ee40e2c1d7ac7 | E466281411a09 | 69.23
E3d1ce5f8f15a | E11cb11528777 | Ea73c846b4b3f
E3d1ce5f8f15a | E65c5e0ae44bd | 381
E3d1ce5f8f15a | E466281411a09 | 68.13

### TABLE E7adc8c9d7a29 ###
E6a9f2fcd5c94 | E11cb11528777 | E628bcf83d9e6
E6a9f2fcd5c94 | Ee38787f339a5 | Eef18ea45b44e
E6a9f2fcd5c94 | E09ee28c83c49 | E5493fd8ff431
E6a9f2fcd5c94 | E1f92d0ff20cf | Eaf0cf71e6a61
Ed6bfd4fd2c6c | E11cb11528777 | E156f03fe94eb
Ed6bfd4fd2c6c | Ee38787f339a5 | E12b197e8a2b9
Ed6bfd4fd2c6c | E09ee28c83c49 | Eefc8f9801a1f
Ed6bfd4fd2c6c | E1f92d0ff20cf | Edf945ad40b6a

### TABLE E301c8628a4e6 ###
E6e30e7ad4eac | E2d314c65735b | 2010
E6e30e7ad4eac | E6bf76bc6af10 | E70862a6161bd
E6e30e7ad4eac | E42edb6a04479 | E9369a663f32a
Eb98f6df3320b | E2d314c65735b | 2011
Eb98f6df3320b | E6bf76bc6af10 | 570
Eb98f6df3320b | E42edb6a04479 | 292
E24202654d691 | E2d314c65735b | 2012
E24202654d691 | E6bf76bc6af10 | 488
E24202654d691 | E42edb6a04479 | 247
E5d0130af8393 | E2d314c65735b | 2013
E5d0130af8393 | E6bf76bc6af10 | 425
E5d0130af8393 | E42edb6a04479 | 256
E0bfdd5db7d1a | E2d314c65735b | 2014
E0bfdd5db7d1a | E6bf76bc6af10 | 352
E0bfdd5db7d1a | E42edb6a04479 | 267
Ef88b23d685a4 | E2d314c65735b | Ede9d653dda96
Ef88b23d685a4 | E6bf76bc6af10 | 2901
Ef88b23d685a4 | E42edb6a04479 | 1623
Ebf39e94039a1 | E2d314c65735b | Ed82aa2b78a11
Ebf39e94039a1 | E6bf76bc6af10 | Ec8f0632427de
Ebf39e94039a1 | E42edb6a04479 | Ed2055eb45528
E81281ae361ce | E2d314c65735b | E01c5f300de5b
E81281ae361ce | E6bf76bc6af10 | E764bcf07fda0
E81281ae361ce | E42edb6a04479 | E79b62e59a258
Ed9483116ab28 | E2d314c65735b | E6c84fb42de5a
Ed9483116ab28 | E6bf76bc6af10 | E764bcf07fda0
Ed9483116ab28 | E42edb6a04479 | Eb94feb2f90ad

### TABLE E83b90f0386c9 ###
Ef3fcccccfcc3 | E170c7edf69ab | Eb0ce8de1361c
Ef3fcccccfcc3 | Ee3e3b4931f19 | 1068414
Ef3fcccccfcc3 | E03ef8064c5f5 | 121.70
Ef3fcccccfcc3 | E03c0ba686ed7 | 1028300
Ef3fcccccfcc3 | E7f8f2c7bfbdb | 16041399
E5eefd376a875 | E170c7edf69ab | E2714c6d564bc
E5eefd376a875 | Ee3e3b4931f19 | 659631
E5eefd376a875 | E03ef8064c5f5 | 120.84
E5eefd376a875 | E03c0ba686ed7 | 655000
E5eefd376a875 | E7f8f2c7bfbdb | 15386399
Ea3ff8d58f19e | E170c7edf69ab | E250d05de0b4e
Ea3ff8d58f19e | Ee3e3b4931f19 | 411683
Ea3ff8d58f19e | E03ef8064c5f5 | 124.58
Ea3ff8d58f19e | E03c0ba686ed7 | 350450
Ea3ff8d58f19e | E7f8f2c7bfbdb | 15035949
Efd172dbbde4f | E170c7edf69ab | Ef2bb65774bf1
Efd172dbbde4f | Ee3e3b4931f19 | 2139728
Efd172dbbde4f | E03ef8064c5f5 | Ea07b6bfac01b
Efd172dbbde4f | E03c0ba686ed7 | 2033750
Efd172dbbde4f | E7f8f2c7bfbdb | E764bcf07fda0

### TABLE Ee464554eea62 ###
Ed14775f48b61 | E11cb11528777 | E424a1bfbff6f
Ed14775f48b61 | E30acc2d873ed | 873
Ed14775f48b61 | E621e00d61eba | Edc2d77e3e33b
E2b17d87f0c46 | E11cb11528777 | Ead0f761d0612
E2b17d87f0c46 | E30acc2d873ed | 449
E2b17d87f0c46 | E621e00d61eba | 47.28
Ee014d24cc82b | E11cb11528777 | E8d8a8013337f
Ee014d24cc82b | E30acc2d873ed | E89daa98539fd
Ee014d24cc82b | E621e00d61eba | 43.23
Ea296594dd325 | E11cb11528777 | E310d006bd23e
Ea296594dd325 | E30acc2d873ed | E5f5fe1e09de7
Ea296594dd325 | E621e00d61eba | 53.86
E286638049ec9 | E11cb11528777 | Eeb6384745c3f
E286638049ec9 | E30acc2d873ed | 1060
E286638049ec9 | E621e00d61eba | E560dbab41310

### TABLE E702dafc90359 ###
E873972173a9a | E11cb11528777 | E25b4c2f2732c
E873972173a9a | Ee6702fabc049 | 88
E7701821f1c88 | E11cb11528777 | E24c6a09a7dfb
E7701821f1c88 | Ee6702fabc049 | 3
E92b8ce19e230 | E11cb11528777 | E76cb77b69a60
E92b8ce19e230 | Ee6702fabc049 | 2
E9182ee46c562 | E11cb11528777 | Ef2bb65774bf1
E9182ee46c562 | Ee6702fabc049 | 93

### TABLE Eacd0ab682012 ###
Eda90756713c8 | E717898f6ec44 | Ec20e4af3572f
Eda90756713c8 | E1e8aba59fed1 | 29500
Ec399eaf87054 | E717898f6ec44 | E3c8f8f319d99
Ec399eaf87054 | E1e8aba59fed1 | E293287be0d78

### TABLE E51f55ea07425 ###
E6f918a20436f | E6eff132a1872 | E72f78ba7c87b
E6f918a20436f | Eabd6aea64ea8 | 1977
E14103066f4fa | E6eff132a1872 | E5aee5f36ee68
E14103066f4fa | Eabd6aea64ea8 | 1977
Ea0294e23b469 | E6eff132a1872 | E4f45826a0c4b
Ea0294e23b469 | Eabd6aea64ea8 | 1422
E2057c03d3fb7 | E6eff132a1872 | E9b566cb4c714
E2057c03d3fb7 | Eabd6aea64ea8 | 3846
Ef3901bd855ff | E6eff132a1872 | E4daf3000c032
Ef3901bd855ff | Eabd6aea64ea8 | 2014
Ec5cc39c4df56 | E6eff132a1872 | Ef2bb65774bf1
Ec5cc39c4df56 | Eabd6aea64ea8 | E921ebc6e65cb

### TABLE Ef3d82d832954 ###
E62969ff8e6f0 | Ec00d6c7918b6 | Ee6fc08b6f924
E62969ff8e6f0 | E28861e42c12f | E0eb168be7719
E62969ff8e6f0 | E8968cad1b0b0 | E5e37f63f3912
E62969ff8e6f0 | E2f3f80e4dd43 | E5e37f63f3912
Ebe1cb91432e0 | Ec00d6c7918b6 | Ee81f4b1c2503
Ebe1cb91432e0 | E28861e42c12f | E10c67be5705f
Ebe1cb91432e0 | E8968cad1b0b0 | E70a779e46812
Ebe1cb91432e0 | E2f3f80e4dd43 | Ebf72508bb1c2
Eea9ee6b68385 | Ec00d6c7918b6 | E0811c3a79c36
Eea9ee6b68385 | E28861e42c12f | Ec4b000ca3461
Eea9ee6b68385 | E8968cad1b0b0 | E70a779e46812
Eea9ee6b68385 | E2f3f80e4dd43 | Ebf72508bb1c2
E55bdda7017e9 | Ec00d6c7918b6 | Eac622fa22221
E55bdda7017e9 | E28861e42c12f | 2382
E55bdda7017e9 | E8968cad1b0b0 | 661
E55bdda7017e9 | E2f3f80e4dd43 | 260
E99fcee85a814 | Ec00d6c7918b6 | Eaf26e2c21222
E99fcee85a814 | E28861e42c12f | E146fc032fd25
E99fcee85a814 | E8968cad1b0b0 | E4f27a1cde3ce
E99fcee85a814 | E2f3f80e4dd43 | Ef85ba39caa62

### TABLE E1ebce48d1fe9 ###
Ec26f96719b69 | E170c7edf69ab | E0edb010f9bad
Ec26f96719b69 | Ea883a55746ab | 2014
Ec26f96719b69 | Eeadbbef8e5ba | 2014
Ec26f96719b69 | Ec3b0d7b72ea0 | 2014
Ec26f96719b69 | E09ca3b984f8b | Edf8dff25fb9a
E3fc418dc92ac | E170c7edf69ab | E5575a0dcfd41
E3fc418dc92ac | Ea883a55746ab | 2014
E3fc418dc92ac | Eeadbbef8e5ba | 2014
E3fc418dc92ac | Ec3b0d7b72ea0 | 2014
E3fc418dc92ac | E09ca3b984f8b | Edf8dff25fb9a
Ec629f9b4a30c | E170c7edf69ab | E14870fa7a588
Ec629f9b4a30c | Ea883a55746ab | 2014
Ec629f9b4a30c | Eeadbbef8e5ba | 2014
Ec629f9b4a30c | Ec3b0d7b72ea0 | 2014
Ec629f9b4a30c | E09ca3b984f8b | Edf8dff25fb9a

### TABLE E2fe390b4aea9 ###
Ee69451dae94c | E11f7052e71e1 | Eacedb7e8cd3d
Ee69451dae94c | E1f114dbcae25 | Ee285fca7eca9
Ee69451dae94c | E139a4f2c802a | E484b19ffa4e4
Ee69451dae94c | Ee38787f339a5 | E146079602f3d
Ec02bdb7c1d41 | E11f7052e71e1 | E64ff5843420d
Ec02bdb7c1d41 | E1f114dbcae25 | 746
Ec02bdb7c1d41 | E139a4f2c802a | 609
Ec02bdb7c1d41 | Ee38787f339a5 | 489
E6ca7a1e5b875 | E11f7052e71e1 | E1cd497c21b2f
E6ca7a1e5b875 | E1f114dbcae25 | 18768
E6ca7a1e5b875 | E139a4f2c802a | 15925
E6ca7a1e5b875 | Ee38787f339a5 | 16112

### TABLE E51c07fcc06c7 ###
Ed459df03e3f2 | E11f7052e71e1 | E8901b6ac4f24
Ed459df03e3f2 | Ea77014fbbdad | Ee1556695dd4e
Ed459df03e3f2 | E7eb3f56226bd | Eade372cd7759
Ed459df03e3f2 | E2c1a2a5fb006 | Ea82a9f8d8b50
E5c01707297df | E11f7052e71e1 | Ec3d5c4570a43
E5c01707297df | Ea77014fbbdad | E541b8a3a8e7c
E5c01707297df | E7eb3f56226bd | 271
E5c01707297df | E2c1a2a5fb006 | 599

### TABLE E01a16563e475 ###
Eafa210dbcaa6 | E996a4512aed4 | Ef4c331af8b6d
Eafa210dbcaa6 | E9c7321004ac1 | E3b0a29ea655f
Eafa210dbcaa6 | Ee9b9da1e2b25 | Ed731dcfe7e9c
Eafa210dbcaa6 | Ebc479c6735b3 | E47af840001c8
Eafa210dbcaa6 | Ea45cb2098372 | Efe0421894d22
E6a27cfbc6a03 | E996a4512aed4 | E82688a23745e
E6a27cfbc6a03 | E9c7321004ac1 | Ed731dcfe7e9c
E6a27cfbc6a03 | Ee9b9da1e2b25 | E26d9fcbfe86d
E6a27cfbc6a03 | Ebc479c6735b3 | Ec684411c9a55
E6a27cfbc6a03 | Ea45cb2098372 | E6fc16591291a

### TABLE E1dd801653353 ###
Ea81bfbac8aaa | E3c017a60bd5c | E0946316db41e
Ea81bfbac8aaa | Ed335b8c829fe | E5e37f63f3912
Ea81bfbac8aaa | E4f39dfac6005 | Ef2c0bf1ceed1
Eb4c1ad4113f1 | E3c017a60bd5c | Ec17b9b074232
Eb4c1ad4113f1 | Ed335b8c829fe | 2014
Eb4c1ad4113f1 | E4f39dfac6005 | 4658
E8b93909b91a6 | E3c017a60bd5c | E01a860d78376
E8b93909b91a6 | Ed335b8c829fe | 261
E8b93909b91a6 | E4f39dfac6005 | 7029
E9c189a5a8598 | E3c017a60bd5c | E9c0ebd08f0e2
E9c189a5a8598 | Ed335b8c829fe | 1820
E9c189a5a8598 | E4f39dfac6005 | 1020
Ec60c46ec9192 | E3c017a60bd5c | E6c6b7109b137
Ec60c46ec9192 | Ed335b8c829fe | Ef9b67a548ada
Ec60c46ec9192 | E4f39dfac6005 | Efe969c181c1e
Eb1efd00aa01c | E3c017a60bd5c | E5423b74e5442
Eb1efd00aa01c | Ed335b8c829fe | Efc1447dc811c
Eb1efd00aa01c | E4f39dfac6005 | E2cecb9222cf6
Ebfb3d7726e4d | E3c017a60bd5c | Ed23cd2fb8576
Ebfb3d7726e4d | Ed335b8c829fe | E298cbbeface9
Ebfb3d7726e4d | E4f39dfac6005 | E7f7d8ca84497

### TABLE E11d30d2f6de6 ###
Ebde61ba06cf0 | E3770010d0d32 | Ed2f26ca2d84f
Ebde61ba06cf0 | E21db0cbd3d09 | 61
Ea881bf74e248 | E3770010d0d32 | E1e09c38344d5
Ea881bf74e248 | E21db0cbd3d09 | 121
Ed09289268e7e | E3770010d0d32 | E76acb7339fbe
Ed09289268e7e | E21db0cbd3d09 | 268
Ecfabdeb0e956 | E3770010d0d32 | E7c6fa6ebc3dc
Ecfabdeb0e956 | E21db0cbd3d09 | 992
Ea078d1e01ca6 | E3770010d0d32 | E86e56b77385b
Ea078d1e01ca6 | E21db0cbd3d09 | 30
E0b595dfb654e | E3770010d0d32 | Ee96d7b4e0ff1
E0b595dfb654e | E21db0cbd3d09 | E78fc39f32b8b
E50f7754e0fd0 | E3770010d0d32 | E0170e93fdf00
E50f7754e0fd0 | E21db0cbd3d09 | Ebb53f44eda73
Ecd6791c7ec94 | E3770010d0d32 | Ecc1b0fd03f55
Ecd6791c7ec94 | E21db0cbd3d09 | Ecbae4b952daf
E57d04c88ecc8 | E3770010d0d32 | E31641e14ab7e
E57d04c88ecc8 | E21db0cbd3d09 | E541b8a3a8e7c
E87012d3d761c | E3770010d0d32 | Ee1aceb7c46c5
E87012d3d761c | E21db0cbd3d09 | Ee5a5eb59c1f9
E4e7217fae12c | E3770010d0d32 | E9e8e8dbc9481
E29e9ed0bb74a | E3770010d0d32 | E0151d92a5bd0
E29e9ed0bb74a | E21db0cbd3d09 | E00f0cf2a72ce
E52b2e0f1f453 | E3770010d0d32 | Eb5a22bec84fd
E52b2e0f1f453 | E21db0cbd3d09 | 28
E3657316f4d85 | E3770010d0d32 | Efc00176aa192
E3657316f4d85 | E21db0cbd3d09 | Ee5a5eb59c1f9

### TABLE Ed12c9f3c720c ###
Ebd78b113d815 | E11cb11528777 | E1632148b9cbd
Ebd78b113d815 | E2e5f371b2ba9 | Ee81018d6a7aa
Ea30abd4f0e2f | E11cb11528777 | Ed59cda7cae8c
Ea30abd4f0e2f | E2e5f371b2ba9 | 85
Ed69185a05f0d | E11cb11528777 | Ee566debeaf34
Ed69185a05f0d | E2e5f371b2ba9 | 79
E0ba413e6dd2d | E11cb11528777 | E259077e6ed56
E0ba413e6dd2d | E2e5f371b2ba9 | 25
Eecf71419872b | E11cb11528777 | Ef2bb65774bf1
Eecf71419872b | E2e5f371b2ba9 | E4d1c84215529

### TABLE E4355aa0ea517 ###
E2b8cd344d5db | E11cb11528777 | E561ce5d5f282
E2b8cd344d5db | E000fa4770a25 | Ead8dd4d1815b
E2b8cd344d5db | E010f162ca457 | Eeb5da7a90862
Eb0c57bfafa92 | E11cb11528777 | E75215a8ebd13
Eb0c57bfafa92 | E000fa4770a25 | 131762
Eb0c57bfafa92 | E010f162ca457 | 126190
E5f8a5af5bfae | E11cb11528777 | Ebf35a7148814
E5f8a5af5bfae | E000fa4770a25 | Efbc04df6b53d
E5f8a5af5bfae | E010f162ca457 | E9d3dc885e7b9

### TABLE Ea25da2bacc0e ###
E0833356d649a | E11cb11528777 | Ee4184faa73e0
E0833356d649a | E1da84b778cb6 | E5bde8b692f10
E0833356d649a | E986cb8ffb553 | E39b151a980d3
E0833356d649a | E420f2b5bc48a | Ed9e46b12d4bb
E27ceb814034c | E11cb11528777 | E0f416436ea03
E27ceb814034c | E1da84b778cb6 | E303dc26bce19
E27ceb814034c | E986cb8ffb553 | E38e796849a60
E27ceb814034c | E420f2b5bc48a | E5283c415b177
E22ea6c1b10c6 | E11cb11528777 | E4eae1866f038
E22ea6c1b10c6 | E1da84b778cb6 | E0de84f6803ca
E22ea6c1b10c6 | E986cb8ffb553 | E04079624390f
E22ea6c1b10c6 | E420f2b5bc48a | E73f1798f8953
E8cd57033ed8c | E11cb11528777 | Ec291f070bb42
E8cd57033ed8c | E1da84b778cb6 | E7327d891b31c
E8cd57033ed8c | E986cb8ffb553 | E7327d891b31c
E8cd57033ed8c | E420f2b5bc48a | E7327d891b31c

### TABLE Ef83a80cd6aa3 ###
Eef0dfb306935 | E5e43296772ec | E5eaeda239e3a
Eef0dfb306935 | E986cb8ffb553 | Edb2a4c75c3a4
Eef0dfb306935 | E420f2b5bc48a | Eb15ec6e84c7f
Eef0dfb306935 | Ea77014fbbdad | Ee88ca34ad8ec
Eda617e0e14ec | E5e43296772ec | E3bed7adc7a4c
Eda617e0e14ec | E986cb8ffb553 | 772
Eda617e0e14ec | E420f2b5bc48a | 180
Eda617e0e14ec | Ea77014fbbdad | 102
Ea3d8799ff56e | E5e43296772ec | Eddb7f7627f6a
Ea3d8799ff56e | E986cb8ffb553 | Ece50c4441d41
Ea3d8799ff56e | E420f2b5bc48a | E9bba4df60b4d
Ea3d8799ff56e | Ea77014fbbdad | E8a8b3c22451e
E837fc6d206da | E5e43296772ec | E76bc0dbacaba
E837fc6d206da | E986cb8ffb553 | Efc6ba3b0ce93
E837fc6d206da | E420f2b5bc48a | 29
E837fc6d206da | Ea77014fbbdad | Ed75ab85055a1
E52644e0e5bc4 | E5e43296772ec | E613dcff0148d
E52644e0e5bc4 | E986cb8ffb553 | 106
E52644e0e5bc4 | E420f2b5bc48a | E9886967695c9
E52644e0e5bc4 | Ea77014fbbdad | E7644c3503030
E5b176d4abe7a | E5e43296772ec | Ea9b4c29eacb7
E5b176d4abe7a | E986cb8ffb553 | Ea250dcd37e09
E5b176d4abe7a | E420f2b5bc48a | E6faeb4882529
E5b176d4abe7a | Ea77014fbbdad | Ecca6c27baed1
E903b05ae105d | E5e43296772ec | E7b3658a14772
E903b05ae105d | E986cb8ffb553 | E69015bd73e40
E903b05ae105d | E420f2b5bc48a | Edb2a4c75c3a4
E903b05ae105d | Ea77014fbbdad | Eb15ec6e84c7f

### TABLE Eb80c318d68fe ###
E508e87f05728 | E11cb11528777 | Ea56982e8acff
E508e87f05728 | E420f2b5bc48a | E1ceee0637a9e
E508e87f05728 | Ea77014fbbdad | E066d0461ad10
E508e87f05728 | E7eb3f56226bd | Ea1609d381d52
E9425898d2b42 | E11cb11528777 | E0caae44e2a86
E9425898d2b42 | E420f2b5bc48a | Ef62ae20ec702
E9425898d2b42 | Ea77014fbbdad | E64ee2258cba8
E9425898d2b42 | E7eb3f56226bd | Ed1cf29d7375b

### TABLE Ea7d78d54e3b3 ###
E74d83ba4c4b0 | E11cb11528777 | E023a9d442dbd
E74d83ba4c4b0 | E1da84b778cb6 | E49a99516d8b9
E74d83ba4c4b0 | E986cb8ffb553 | E2def336bdb1f
E29381f8483e8 | E11cb11528777 | E52439719b02b
E29381f8483e8 | E1da84b778cb6 | Eff90532d19ba
E29381f8483e8 | E986cb8ffb553 | Eec6b0590eda7
E85ed03a99011 | E11cb11528777 | Ef5dedb1debbe
E85ed03a99011 | E1da84b778cb6 | Ebecdc903391d
E85ed03a99011 | E986cb8ffb553 | E160d5c60b5cf
E75f51652defd | E11cb11528777 | Eee8807e22ff4
E75f51652defd | E1da84b778cb6 | E57ba771d6ea4
E75f51652defd | E986cb8ffb553 | Ed8551a603aa0
E63a589796120 | E11cb11528777 | E202a205919a0
E63a589796120 | E1da84b778cb6 | E887e3fe65ea2
E63a589796120 | E986cb8ffb553 | Ebaa3cfea95cc

### TABLE Ebabd4f3271a2 ###
E25e66b3e0fb5 | E11cb11528777 | E44300924f332
E25e66b3e0fb5 | Ed448e36fb5b5 | E78c5d0883e65
E25e66b3e0fb5 | E66d9d82f593d | E6aca910397c8
E25e66b3e0fb5 | Eac096cc34fe0 | E0c1677882d0a
E25e66b3e0fb5 | E2c1a2a5fb006 | E9aa022ba346c
E25e66b3e0fb5 | E7eb3f56226bd | E5b6f83c57b8d
E0c1d22d6843c | E11cb11528777 | Eefc492c149d8
E0c1d22d6843c | Ed448e36fb5b5 | Ee89382307db1
E0c1d22d6843c | E66d9d82f593d | E9eb3f580aca9
E0c1d22d6843c | Eac096cc34fe0 | E98739509f5b6
E0c1d22d6843c | E2c1a2a5fb006 | E352c96ae73b8
E0c1d22d6843c | E7eb3f56226bd | Ec3276562237f
E5c0a8ca4b1e2 | E11cb11528777 | E09e1c2c03277
E5c0a8ca4b1e2 | Ed448e36fb5b5 | E097c1c8dd67d
E5c0a8ca4b1e2 | E66d9d82f593d | Eb54740523403
E5c0a8ca4b1e2 | Eac096cc34fe0 | E7c5285095c19
E5c0a8ca4b1e2 | E2c1a2a5fb006 | E3fbb1ccb5616
E5c0a8ca4b1e2 | E7eb3f56226bd | Ea476fdadfc0b
Ebf459ea3a22c | E11cb11528777 | E5b87c7627c8b
Ebf459ea3a22c | Ed448e36fb5b5 | Ee4fff036172e
Ebf459ea3a22c | E66d9d82f593d | E4be7861bb7fa
Ebf459ea3a22c | Eac096cc34fe0 | E94a4aec0f0fa
Ebf459ea3a22c | E2c1a2a5fb006 | E337f0188b004
Ebf459ea3a22c | E7eb3f56226bd | Efa5ea2905bac

### TABLE Eaf8069ba97ad ###
Ed18581121f40 | E1f114dbcae25 | Edecca7406583
Ed18581121f40 | E0e697e0feac6 | E7ff35a561bd0
Ed18581121f40 | E3212513b5948 | E2706d305c1d1
E59d2cdf378a7 | E1f114dbcae25 | E5963efc42e7d
E59d2cdf378a7 | E0e697e0feac6 | 35.75
E59d2cdf378a7 | E3212513b5948 | 27.35
Eb095070b8356 | E1f114dbcae25 | Eaf905d6362e7
Eb095070b8356 | E0e697e0feac6 | 36.92
Eb095070b8356 | E3212513b5948 | 29.98
Ec24b68cf0ee7 | E1f114dbcae25 | Efeac9dceb4e3
Ec24b68cf0ee7 | E0e697e0feac6 | 38.74
Ec24b68cf0ee7 | E3212513b5948 | 35.21
E32de1ffa456f | E1f114dbcae25 | 2005
E32de1ffa456f | E0e697e0feac6 | E385e0a371da4
E32de1ffa456f | E3212513b5948 | E3a88bd74d540
E6c7bb1742bf6 | E1f114dbcae25 | Edecca7406583
E6c7bb1742bf6 | E0e697e0feac6 | Ef593f285462d
E6c7bb1742bf6 | E3212513b5948 | Ed29481e5a013
E31efb42d7530 | E1f114dbcae25 | E5963efc42e7d
E31efb42d7530 | E0e697e0feac6 | 21.16
E31efb42d7530 | E3212513b5948 | 16.28
E34f350727cd9 | E1f114dbcae25 | Eaf905d6362e7
E34f350727cd9 | E0e697e0feac6 | 25.20
E34f350727cd9 | E3212513b5948 | 20.70
E18b9e224c012 | E1f114dbcae25 | Efeac9dceb4e3
E18b9e224c012 | E0e697e0feac6 | 28.33
E18b9e224c012 | E3212513b5948 | 22.73

### TABLE E23617286acaa ###
E06ecce62788a | E2c1a2a5fb006 | 2013
E06ecce62788a | Ee25d4f147dc8 | 50
E987d66e8f24d | E2c1a2a5fb006 | 2014
E987d66e8f24d | Ee25d4f147dc8 | 79
Eaa955759ca24 | E2c1a2a5fb006 | 2015
Eaa955759ca24 | Ee25d4f147dc8 | 108
Eb0d6e994c2b8 | E2c1a2a5fb006 | 2016
Eb0d6e994c2b8 | Ee25d4f147dc8 | 288
Ef09516606f95 | E2c1a2a5fb006 | E4daf3000c032
Ef09516606f95 | Ee25d4f147dc8 | 1305
E5b998b1748dc | E2c1a2a5fb006 | Ee536db456944
E5b998b1748dc | Ee25d4f147dc8 | E1bd1523cc5ba

### TABLE E59f701e9e748 ###
E7c2a24e70a28 | Eb7becd62b0be | E25b4c2f2732c
E7c2a24e70a28 | E1b7df7b79881 | 2003
Ef18cb2d669f8 | Eb7becd62b0be | E45e8ff20ee67
Ef18cb2d669f8 | E1b7df7b79881 | 2006
E6b40bfe8e273 | Eb7becd62b0be | E3f9495585294
E6b40bfe8e273 | E1b7df7b79881 | 2005
E109619bb2397 | Eb7becd62b0be | E3181bfd375f0
E109619bb2397 | E1b7df7b79881 | 2007
E138e69a2e06f | Eb7becd62b0be | E58db4dadf6d1
E138e69a2e06f | E1b7df7b79881 | 2000
Edff681c83834 | Eb7becd62b0be | Ec351bc4a7d00
Edff681c83834 | E1b7df7b79881 | 2005
Eddbc5ba2bee8 | Eb7becd62b0be | E2d074f928aff
Eddbc5ba2bee8 | E1b7df7b79881 | 2006
Ed263e77ee947 | Eb7becd62b0be | E24c6a09a7dfb
Ed263e77ee947 | E1b7df7b79881 | 2004

### TABLE E1b9eabf65481 ###
E8a58cb9c22ff | Ec2310cd9b76f | 2011
E8a58cb9c22ff | E90782fc71e33 | Ed081a6c4c23f
E783e2548c4f9 | Ec2310cd9b76f | 2012
E783e2548c4f9 | E90782fc71e33 | 12322
E104016ba4979 | Ec2310cd9b76f | 2013
E104016ba4979 | E90782fc71e33 | 9078
E53ae219bfe76 | Ec2310cd9b76f | 2014
E53ae219bfe76 | E90782fc71e33 | 6381
Ef511cc962a9f | Ec2310cd9b76f | 2015
Ef511cc962a9f | E90782fc71e33 | 5422
Ec878092ecfac | Ec2310cd9b76f | Ede9d653dda96
Ec878092ecfac | E90782fc71e33 | 30655
E4bf9fca3d981 | Ec2310cd9b76f | Ef2bb65774bf1
E4bf9fca3d981 | E90782fc71e33 | E8beb86959693

### TABLE Ee39e6bcc7c9f ###
Ec9ce9edf4d4d | E11cb11528777 | E0aa5cac89631
Ec9ce9edf4d4d | E7eb3f56226bd | Eb61256bd17fc
Ec9ce9edf4d4d | Ea77014fbbdad | E6a1386aa1cbc
Ec9ce9edf4d4d | E420f2b5bc48a | E1734c5dd2adb
Ec9ce9edf4d4d | E986cb8ffb553 | Edbca73a1fa03
Ec9ce9edf4d4d | E1da84b778cb6 | E6fc345b075e6
Ec9ce9edf4d4d | Ead59581e78a0 | Ee8f083b2cb5c
Ec9ce9edf4d4d | E3fcce9910fe7 | Edcaa36be1ba1
E52cc99cab955 | E11cb11528777 | Ec6606357c244
E52cc99cab955 | E7eb3f56226bd | 20.5
E52cc99cab955 | Ea77014fbbdad | 43.8
E52cc99cab955 | E420f2b5bc48a | 32.9
E52cc99cab955 | E986cb8ffb553 | 5.7
E52cc99cab955 | E1da84b778cb6 | 2.2
E52cc99cab955 | Ead59581e78a0 | 10.6
E52cc99cab955 | E3fcce9910fe7 | 115.7
E0d26ebf1d883 | E11cb11528777 | Eacc73c7ce230
E0d26ebf1d883 | E7eb3f56226bd | 46.5
